Unique_vin;condition;year;make;model;trim;body;transmission;state;odometer;color;interior;seller;mmr;sellingprice;sale_time;Day_of_week;sale_date;Price_category;mileage_category;Car_type
jn1dv6ap8bm602015;41;2011;Infiniti;G Sedan;G25;G Sedan;automatic;ca;35292;gray;black;nissan infiniti lt;17050;18250;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
2g1fc3dd3b9210397;38;2011;Chevrolet;Camaro;2LT;Convertible;automatic;ca;32841;black;black;the car exchange;17350;18800;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;new
2c3ccakg9eh200967;3;2014;Chrysler;300;C;Sedan;automatic;ca;24870;—;black;hertz corporation/gdp;22500;22600;04:30:00;Tue;Jan 06 2015;cheap;low_mileage;new
2c4rc1bg5er324217;2;2014;Chrysler;Town and Country;Touring;Minivan;automatic;ca;27457;white;black;hertz corporation/gdp;18550;18800;12:30:00;Tue;Dec 23 2014;cheap;low_mileage;new
2c4rc1bgxer269196;3;2014;Chrysler;Town and Country;Touring;Minivan;automatic;ca;23758;white;tan;pv holding inc/gdp;19000;19000;12:30:00;Tue;Dec 23 2014;cheap;low_mileage;new
2c4rc1bg0er218239;39;2014;Chrysler;Town and Country;Touring;Minivan;automatic;ca;47027;white;black;enterprise veh exchange/rental;17300;16100;11:30:00;Thu;Dec 18 2014;cheap;medium_mileage;new
2c3cdxbg4eh300216;4;2014;Dodge;Charger;SE;Sedan;automatic;ca;10794;—;black;pv holding inc/gdp;17000;17600;12:30:00;Tue;Dec 23 2014;cheap;low_mileage;new
2c3ccaag9eh263097;3;2014;Chrysler;300;Base;Sedan;automatic;ca;11330;—;black;hertz corporation/gdp;20000;20300;12:30:00;Tue;Dec 23 2014;cheap;low_mileage;new
2c4rc1bg3er174401;43;2014;Chrysler;Town and Country;Touring;Minivan;automatic;ca;45371;gray;black;avis corporation;16850;17500;03:30:00;Thu;Jan 22 2015;cheap;medium_mileage;new
2c4rc1bg9er324768;3;2014;Chrysler;Town and Country;Touring;Minivan;automatic;ca;30042;silver;black;hertz corporation/gdp;18100;17500;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
2c3ccaet3eh228241;44;2014;Chrysler;300;C;Sedan;automatic;ca;24481;gray;black;premium auto wholesale;21700;22500;12:00:00;Thu;Dec 18 2014;cheap;low_mileage;new
2c4rdgcg7er264164;3;2014;Dodge;Grand Caravan;SXT;Minivan;automatic;ca;22277;white;black;enterprise holdings/gdp;16700;15000;04:30:00;Tue;Jan 27 2015;cheap;low_mileage;new
2c4rdgcg2er173013;42;2014;Dodge;Grand Caravan;SXT;Minivan;automatic;ca;41206;black;black;avis corporation;15400;16600;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
jn1cv6ap8bm504842;39;2011;Infiniti;G Sedan;G37 Journey;G Sedan;automatic;ca;40826;gray;black;nissan infiniti lt;19450;20750;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
sajwa2ge8bmv03003;37;2011;Jaguar;XJ;XJL Supercharged;Sedan;automatic;ca;33305;burgundy;beige;jpmorgan chase bank n.a.;41100;44000;12:30:00;Thu;Dec 18 2014;medium;low_mileage;new
jn1cv6ekxbm214925;42;2011;Infiniti;G Coupe;G37;G Coupe;automatic;ca;49807;gray;black;nissan infiniti lt;19000;21250;04:30:00;Wed;Jan 14 2015;cheap;medium_mileage;new
salsf2d4xba264977;37;2011;Land Rover;Range Rover Sport;HSE;SUV;automatic;ca;73832;white;black;fiserv/usb dealer services northstar exchange;31600;31000;12:30:00;Thu;Dec 18 2014;medium;medium_mileage;new
jn1cv6ap5bm508377;25;2011;Infiniti;G Sedan;G37 Journey;G Sedan;automatic;ca;28390;white;gray;nissan infiniti lt;20600;14500;04:30:00;Tue;Jan 06 2015;cheap;low_mileage;new
jn1cv6ek6bm215568;42;2011;Infiniti;G Coupe;G37;G Coupe;automatic;ca;22051;gray;black;nissan infiniti lt;22200;20500;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
1j4ba6h1xbl580309;44;2011;Jeep;Wrangler;Unlimited Rubicon;SUV;null;ca;79269;white;black;titlebucks/tucson az1;23700;22000;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;new
jm1bl1m60b1452712;29;2011;Mazda;Mazda3;s Grand Touring;Hatchback;automatic;ca;36985;silver;black;jpmorgan chase bank n.a.;12450;13000;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
jn1cv6el5bm261191;3;2011;Infiniti;G Coupe;G37x;G Coupe;automatic;ca;16454;gray;beige;nissan infiniti lt;23300;22000;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;new
jn1cv6ek0bm215503;41;2011;Infiniti;G Coupe;G37;G Coupe;automatic;ca;48267;white;black;nissan infiniti lt;19600;20250;12:30:00;Thu;Dec 18 2014;cheap;medium_mileage;new
wddgf5eb7ba523281;36;2011;Mercedes-Benz;C-Class;C300 Sport;Sedan;automatic;ca;15250;black;black;mercedes-benz financial services;21400;22500;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
jm1bl1m69b1391974;34;2011;Mazda;Mazda3;s Grand Touring;Hatchback;automatic;ca;43310;gray;black;jpmorgan chase bank n.a.;12150;14250;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
wp0aa2a72bl011625;47;2011;Porsche;Panamera;Base;Sedan;automatic;ca;54395;black;black;mckenna audi/mckenna bmw;44100;44000;12:00:00;Thu;Dec 18 2014;medium;medium_mileage;new
3vwlz7aj0bm317969;19;2011;Volkswagen;Jetta;SEL PZEV;Sedan;automatic;ca;62156;silver;black;meridian remarketing;9950;9000;04:30:00;Wed;Jan 21 2015;cheap;medium_mileage;new
4s4brbcc7b3411201;34;2011;Subaru;Outback;2.5i Premium;Wagon;automatic;ca;42814;gray;black;jpmorgan chase bank n.a.;16300;17250;12:00:00;Thu;Dec 18 2014;cheap;low_mileage;new
3n1ab6ap5bl725745;36;2011;Nissan;Sentra;2.0 SR;Sedan;automatic;ca;39958;white;gray;nissan-infiniti lt;9250;10750;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
1gcktbd91a8144907;28;2010;Chevrolet;Colorado;Work Truck;Extended Cab;automatic;ca;69752;white;black;donlen corporation;10850;10400;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;avarage
4t1bf3ek5bu175709;35;2011;Toyota;Camry;LE;Sedan;automatic;ca;95309;gray;gray;first investors servicing corp;8725;8900;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;new
wvwhd7aj0bw166946;2;2011;Volkswagen;GTI;Autobahn PZEV;Hatchback;automatic;ca;18924;gray;black;north bakersfield toyota scion;16750;15500;12:00:00;Tue;Dec 23 2014;cheap;low_mileage;new
2t1bu4ee7bc628588;25;2011;Toyota;Corolla;LE;Sedan;automatic;ca;81105;gray;gray;nextgear capital;8075;7500;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;new
jf1gv7e62bg522943;1;2011;Subaru;Impreza;WRX;Sedan;manual;ca;65983;gray;black;american car finance inc;16550;9250;11:00:00;Wed;Jan 07 2015;cheap;medium_mileage;new
1n4al2ap8bc151095;38;2011;Nissan;Altima;2.5 S;Sedan;automatic;ca;100301;burgundy;black;santander consumer;7550;8400;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;new
3n1ab6ap1bl719179;19;2011;Nissan;Sentra;2.0 SR;Sedan;automatic;ca;48887;silver;gray;wells fargo dealer services;7950;7800;15:00:00;Fri;Dec 26 2014;cheap;medium_mileage;new
jn1az0cp0bt008655;42;2011;Nissan;Leaf;SL;Hatchback;automatic;ca;19621;—;gray;nissan-infiniti lt;10600;12000;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
wa1lyafe4ad000084;null;2010;Audi;Q7;3.6 Premium quattro;SUV;null;ca;27299;gray;—;remarketing by ge/manheim riverside;30400;29000;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;avarage
jn8as5mtxbw572133;42;2011;Nissan;Rogue;SV;SUV;null;ca;37400;gray;gray;nissan-infiniti lt;14900;14500;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
3vw2k7aj0bm377539;1;2011;Volkswagen;Jetta;Base;Sedan;automatic;ca;33187;gray;black;vw credit;8075;6800;12:00:00;Tue;Dec 16 2014;cheap;low_mileage;new
jn8az1mu5bw066867;38;2011;Nissan;Murano;SL;SUV;null;ca;21655;—;beige;nissan-infiniti lt;18900;20750;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
jm1bl1sg3a1163933;27;2010;Mazda;Mazda3;i Touring;Sedan;null;ca;117982;gray;black;jpmorgan chase bank n.a.;4750;5500;12:30:00;Tue;Dec 16 2014;cheap;high_mileage;avarage
1hgcp2f3xaa176069;2;2010;Honda;Accord;LX;Sedan;automatic;ca;71443;silver;black;jpmorgan chase bank n.a.;9325;10000;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;avarage
2lmdj6jc3abj24595;38;2010;Lincoln;MKX;Base;SUV;automatic;ca;42774;white;black;galpin ford studio rentals;17600;17500;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;avarage
2hgfa1f59ah310078;34;2010;Honda;Civic;LX;Sedan;automatic;ca;92060;silver;gray;wescom credit union;7400;8400;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
5j6tf1h5xal006383;45;2010;Honda;Accord Crosstour;EX-L;Hatchback;automatic;ca;29870;white;black;american road leasing inc;15000;16750;12:15:00;Wed;Dec 17 2014;cheap;low_mileage;avarage
1nxbu4ee7az299453;34;2010;Toyota;Corolla;LE;Sedan;automatic;ca;53075;silver;gray;jpmorgan chase bank n.a.;8425;10400;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;avarage
4t3za3bb5au037255;1;2010;Toyota;Venza;Base;Wagon;automatic;ca;72930;blue;tan;toyota financial services;13550;4500;05:30:00;Wed;Feb 04 2015;cheap;medium_mileage;avarage
19xfa1f36ae009695;27;2010;Honda;Civic;DX-VP;Sedan;automatic;ca;65214;blue;gray;jpmorgan chase bank n.a.;8250;8800;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;avarage
1gkfk06289r161836;3;2009;GMC;Yukon XL;Denali;SUV;automatic;ca;103138;black;black;remarketing by ge/manheim riverside;20100;17000;12:00:00;Tue;Dec 16 2014;cheap;high_mileage;avarage
1hgcp26779a158269;28;2009;Honda;Accord;EX;Sedan;automatic;ca;78127;gray;gray;wells fargo dealer services;9575;11000;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;avarage
1gbhc44k19e127776;3;2009;chevrolet;2500;slv 4x2 rg work truck;null;automatic;ca;93884;white;black;tradewinds remarketing;10900;10600;12:00:00;Tue;Dec 16 2014;cheap;medium_mileage;avarage
5uxfe43599l262846;4;2009;BMW;X5;xDrive30i;SUV;automatic;ca;76020;black;black;motor city buick gmc;18750;16750;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;avarage
2cndl33f096226260;3;2009;Chevrolet;Equinox;LT;SUV;automatic;ca;104184;burgundy;gray;wells fargo dealer services;5750;4700;13:00:00;Tue;Dec 16 2014;cheap;high_mileage;avarage
jn1az44e19m402478;27;2009;Nissan;370Z;Base;Coupe;automatic;ca;84969;silver;gray;walters auto sales/service inc;13650;13100;12:30:00;Tue;Dec 23 2014;cheap;medium_mileage;avarage
3gnca53vx9s602433;34;2009;Chevrolet;HHR;LT;Wagon;automatic;ca;92302;gray;tan;premium auto wholesale;5725;5600;04:00:00;Thu;Jan 08 2015;cheap;medium_mileage;avarage
4t1be46k99u293134;27;2009;Toyota;Camry;Base;Sedan;automatic;ca;173082;silver;gray;high line auto inc;5825;6250;12:30:00;Tue;Dec 16 2014;cheap;high_mileage;avarage
3a8fy48919t513327;null;2009;Chrysler;PT Cruiser;Base;Wagon;automatic;ca;102710;black;gray;bmw of monrovia;3050;2300;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;avarage
5uxfe83509l309074;29;2009;BMW;X5;xDrive48i;SUV;automatic;ca;82850;black;brown;high bid trading co inc;19000;18750;12:15:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
2d4fv47t28h207065;32;2008;Dodge;Magnum;Base;Wagon;automatic;ca;98721;black;black;kia of cerritos;5600;5300;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;avarage
wmwmf73508tv39256;2;2008;MINI;Cooper;S;Hatchback;automatic;ca;84051;blue;black;cig financial;7000;4400;11:00:00;Wed;Dec 31 2014;cheap;medium_mileage;avarage
1g6dr57v580177356;28;2008;Cadillac;CTS;Base;Sedan;automatic;ca;79004;red;beige;st claire cadillac/ st claire oldsmobile;12450;10700;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
2b3la53h18h265673;4;2008;Dodge;Charger;RT;Sedan;automatic;ca;105647;black;black;remarketing by ge/film vehicle services;9325;9700;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;avarage
1d7ha18298s511675;2;2008;Dodge;Ram Pickup 1500;SLT;Quad Cab;automatic;ca;127791;black;gray;stg auto group;9825;7000;12:00:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
wbxpc93438wj14207;null;2008;BMW;X3;3.0si;SUV;automatic;ca;76167;gray;—;honda of serramonte;13000;13100;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
1fahp35n18w132249;28;2008;Ford;Focus;SES;Sedan;manual;ca;139311;black;gray;trade in solutions;3200;3800;16:00:00;Tue;Dec 23 2014;cheap;high_mileage;avarage
jn1bz34d88m703415;38;2008;Nissan;350Z;Base;Coupe;automatic;ca;38216;silver;black;skyhigh remarketing inc;11700;15000;12:15:00;Wed;Dec 17 2014;cheap;low_mileage;avarage
wdbuf56x28b200376;37;2008;Mercedes-Benz;E-Class;E350;Sedan;automatic;ca;110796;black;black;walters auto sales/service inc;10250;11000;12:30:00;Tue;Dec 16 2014;cheap;high_mileage;avarage
3n1bc11e98l405310;24;2008;Nissan;Versa;1.8 SL;Sedan;automatic;ca;166920;white;black;repo remarketing/pacific marine credit union;3075;3400;12:30:00;Wed;Jan 07 2015;cheap;high_mileage;avarage
1j8ft28098d766596;29;2008;Jeep;Patriot;Sport;SUV;automatic;ca;111266;white;black;billion dodge chrysler jeep;5325;4300;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
4t1be46k58u735552;32;2008;Toyota;Camry;LE;Sedan;automatic;ca;82296;gray;gray;first investors servicing corp;7950;8300;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;avarage
salmf13428a295041;43;2008;Land Rover;Range Rover;Supercharged;SUV;automatic;ca;82038;white;white;phillips auto brokerage;22600;26000;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
2hjyk16408h516570;2;2008;Honda;Ridgeline;RTS;Crew Cab;automatic;ca;46068;black;gray;honda of santa maria;14600;14500;12:00:00;Thu;Jan 08 2015;cheap;medium_mileage;avarage
4t1bb46k38u034811;null;2008;Toyota;Camry Hybrid;Base;Sedan;automatic;ca;87932;silver;—;blvd motors;8875;9300;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
jm1bk344881836551;36;2008;Mazda;Mazda3;s Sport;Hatchback;automatic;ca;114289;white;black;livermore toyota and livermore scion;5025;6600;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
1n4al24e18c238453;26;2008;Nissan;Altima;2.5 S;Coupe;automatic;ca;73818;black;black;onemain rem/delta dealer;8000;9200;12:30:00;Wed;Dec 31 2014;cheap;medium_mileage;avarage
4jgbf71e08a424077;28;2008;Mercedes-Benz;GL-Class;GL450;SUV;automatic;ca;93725;black;beige;rancho ford;16600;15000;04:00:00;Thu;Jan 15 2015;cheap;medium_mileage;avarage
jteds42a482029425;null;2008;Toyota;Highlander;Limited;SUV;automatic;ca;66400;gold;—;jimmy vasser toyota;16200;17800;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
5j8tb18557a005780;null;2007;Acura;RDX;Base;SUV;null;ca;174828;black;—;walters auto sales/service inc;5675;6600;12:30:00;Tue;Dec 16 2014;cheap;high_mileage;avarage
5uxfe83587lz45593;null;2007;BMW;X5;4.8i;SUV;automatic;ca;131819;gray;—;honda of hayward;11000;8800;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
2b3la53h27h661979;2;2007;Dodge;Charger;RT;Sedan;automatic;ca;142826;silver;gray;veros credit;5800;3800;11:00:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
1gker23727j159210;24;2007;GMC;Acadia;SLT-1;SUV;automatic;ca;126369;black;gray;repo remarketing/coast hills fcu;9050;8000;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
3a4fy58b97t596366;19;2007;Chrysler;PT Cruiser;Touring;Wagon;automatic;ca;90376;yellow;gray;lincoln financial services;2275;1850;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
1gyee637270129848;29;2007;Cadillac;SRX;V6;SUV;automatic;ca;73919;gray;gray;exeter finance corp;9275;7400;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;avarage
1j4gk58k87w509282;31;2007;Jeep;Liberty;Limited;SUV;null;ca;141485;white;gray;gm financial;4175;4100;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
1hgcm554x7a177316;24;2007;Honda;Accord;LX;Sedan;manual;ca;103234;silver;gray;california republic bank;6250;6750;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
2b3ka43rx7h797047;19;2007;Dodge;Charger;Base;Sedan;automatic;ca;124140;black;black;repo remarketing/north island fcu;4825;3800;04:30:00;Wed;Jan 21 2015;cheap;high_mileage;avarage
jnras08u07x100641;25;2007;Infiniti;FX35;Base;SUV;automatic;ca;112101;brown;black;luxury cars inc;10650;11000;12:30:00;Tue;Dec 16 2014;cheap;high_mileage;avarage
jtdkb20u773243833;35;2007;Toyota;Prius;Base;Hatchback;automatic;ca;168641;gray;gray;san diego sports cars;4575;5500;12:15:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
wddng71x47a041960;null;2007;Mercedes-Benz;S-Class;S550;Sedan;null;ca;121679;black;—;walters auto sales/service inc;17050;15800;12:30:00;Tue;Dec 16 2014;cheap;high_mileage;avarage
jtkde167570194069;23;2007;Scion;tC;Base;Hatchback;automatic;ca;97659;gray;—;cig financial;5900;7300;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
wddng71x37a074951;42;2007;Mercedes-Benz;S-Class;S550;Sedan;automatic;ca;123173;silver;black;platinum motors;16100;16800;12:30:00;Wed;Dec 31 2014;cheap;high_mileage;avarage
3vwpg71k67m029087;33;2007;Volkswagen;Jetta;2.5 PZEV;Sedan;automatic;ca;102302;gray;gray;billion dodge chrysler jeep;4150;5200;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
1g2zh18n074188287;2;2007;Pontiac;G6;GT;Coupe;automatic;ca;108476;white;gray;lincoln financial services;4325;3100;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
wauac48h96k003325;32;2006;Audi;A4;1.8T;Convertible;automatic;ca;60586;gray;gray;coastal credit llc / jacksonville / orange park;8375;5600;04:30:00;Wed;Jan 14 2015;cheap;medium_mileage;avarage
wbavb13546pt21744;29;2006;BMW;3 Series;325i;Sedan;automatic;ca;64207;purple;tan;high bid trading co inc;8050;9000;12:15:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
wdbsk71f07f119106;44;2007;Mercedes-Benz;SL-Class;SL550;Convertible;automatic;ca;53062;red;beige;desert auto trade;24500;27750;12:30:00;Thu;Dec 18 2014;cheap;medium_mileage;avarage
2t2gk31u77c002495;19;2007;Lexus;RX 350;Base;SUV;automatic;ca;252534;silver;black;wells fargo dealer services;8200;7400;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;avarage
wbavb135x6kr64757;null;2006;BMW;3 Series;325i;Sedan;automatic;ca;184049;red;gray;veros credit;3800;1300;13:00:00;Tue;Dec 16 2014;cheap;high_mileage;avarage
1n4cl21e07c224684;41;2007;Nissan;Altima Hybrid;Base;Sedan;automatic;ca;129470;white;gray;onemain rem/delta dealer;5075;6700;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
jthbk262775028669;24;2007;Lexus;IS 250;Base;Sedan;automatic;ca;104290;gray;black;remarketing by ge/mission fcu;11200;9750;12:00:00;Tue;Dec 16 2014;cheap;high_mileage;avarage
4m2cu81157kj01552;4;2007;Mercury;Mariner;Luxury;SUV;null;ca;62886;gray;gray;santander consumer;7325;7100;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;avarage
wddng71x17a073264;44;2007;Mercedes-Benz;S-Class;S550;Sedan;automatic;ca;46151;black;black;desert auto trade;23000;29000;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;avarage
3a4fy58b86t350746;24;2006;Chrysler;PT Cruiser;Touring;Wagon;automatic;ca;112170;silver;gray;first credit finance;2100;2300;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
5fnrl38446b401763;36;2006;Honda;Odyssey;EX;Minivan;automatic;ca;180282;gold;tan;honda cars of corona;3350;4900;12:15:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
2gcec13v261286585;36;2006;Chevrolet;Silverado 1500;LS2;Crew Cab;automatic;ca;127478;white;gray;california republic bank;7525;8000;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
1g1al15f267620033;31;2006;Chevrolet;Cobalt;LT;Coupe;automatic;ca;145455;white;black;quality acceptance;2025;1950;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;avarage
1ftww31p06ea50558;19;2006;Ford;F-350 Super Duty;Lariat;Crew Cab;automatic;ca;58843;gray;gray;800 loan mart;19450;14500;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;avarage
1ftpx12576fa21927;null;2006;Ford;F-150;XLT;SuperCab;automatic;ca;125794;white;gray;david wilsons ford of orange;6750;4500;13:00:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
2gtec13v661276173;33;2006;GMC;Sierra 1500;SL2;Crew Cab;automatic;ca;122585;black;gray;century dealer services corp;8450;9400;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
km8jn12d66u447375;2;2006;Hyundai;Tucson;GLS;SUV;automatic;ca;102662;black;gray;abc remarketing inc;5225;3700;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;avarage
2c3la43r26h471832;19;2006;Chrysler;300;Base;Sedan;automatic;ca;120175;black;black;quality acceptance;4600;4100;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;avarage
jthbn96s165014331;null;2006;Lexus;GS 430;Base;Sedan;null;ca;165992;gray;—;bmw of murrieta;9475;9250;12:30:00;Tue;Dec 16 2014;cheap;high_mileage;avarage
1nxbr32e56z600356;21;2006;Toyota;Corolla;LE;Sedan;automatic;ca;145746;silver;gray;springleaf financial services/evansville;4250;4000;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
yv4cz852261296537;29;2006;Volvo;XC90;V8;SUV;automatic;ca;121560;silver;beige;remarketing by ge/manheim california;6425;2500;12:30:00;Wed;Dec 31 2014;cheap;high_mileage;avarage
yv4cz852761291270;44;2006;Volvo;XC90;V8;SUV;automatic;ca;120414;gray;gray;national auto clearing house;6025;7400;12:30:00;Tue;Dec 16 2014;cheap;high_mileage;avarage
4jgbb86e76a033158;43;2006;Mercedes-Benz;M-Class;ML350;SUV;automatic;ca;154716;blue;gray;desert auto trade;7875;8400;12:30:00;Tue;Dec 16 2014;cheap;high_mileage;avarage
wdbtk56g56t056112;28;2006;Mercedes-Benz;CLK-Class;CLK350;Convertible;automatic;ca;143788;silver;black;orange county's credit union;6300;5000;12:05:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
jtlkt324864046327;null;2006;Scion;xB;Base;Wagon;automatic;ca;226681;white;black;toyota of poway;1725;2600;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
wmwre33516tj35803;29;2006;MINI;Cooper;S;Hatchback;automatic;ca;89953;gray;gray;claremont volkswagen;5525;6700;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;avarage
3vwsf31y66m301727;29;2006;Volkswagen;New Beetle;2.5;Convertible;automatic;ca;89803;white;beige;hoehn motors inc;3975;3600;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
wa1yd64b45n024988;19;2005;Audi;allroad quattro;Base;Wagon;automatic;ca;121261;blue;black;k & s auto sales;4975;2900;12:30:00;Tue;Dec 16 2014;cheap;high_mileage;avarage
1n4bl11dx6c175070;27;2006;Nissan;Altima;3.5 SE;Sedan;automatic;ca;53320;gray;gray;billion dodge chrysler jeep;6725;4600;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
jthbh96s365010949;null;2006;Lexus;GS 300;Base;Sedan;automatic;ca;142333;silver;—;apexcars net;9600;9000;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
wvwev71k26w084800;1;2006;Volkswagen;GTI;Base;Hatchback;manual;ca;110615;black;black;wells fargo dealer services;4750;4000;04:00:00;Thu;Jan 15 2015;cheap;high_mileage;avarage
1fadp3f20el230981;1;2014;Ford;Focus;SE;Sedan;automatic;ca;32796;gray;—;enterprise vehicle exchange / tra / rental / tulsa;11600;5700;15:05:00;Wed;Dec 31 2014;cheap;low_mileage;new
1fm5k8d80egb28151;45;2014;Ford;Explorer;XLT;SUV;automatic;ca;25349;silver;beige;ford motor credit company;28200;28800;05:00:00;Wed;Jan 07 2015;cheap;low_mileage;new
1fadp3f28el322467;1;2014;Ford;Focus;SE;Sedan;automatic;ca;9151;gray;gray;enterprise vehicle exchange / tra / rental / tulsa;12950;5500;12:30:00;Thu;Jan 08 2015;cheap;low_mileage;new
1fadp3k20el231571;33;2014;Ford;Focus;SE;Hatchback;null;ca;21022;silver;black;ford motor credit company;12500;11800;12:00:00;Thu;Dec 18 2014;cheap;low_mileage;new
1fbne3bl6eda15154;23;2014;Ford;E-Series Wagon;E-350 Super Duty XLT;Van;null;ca;22173;white;gray;ford motor credit company;19500;18700;04:00:00;Thu;Jan 29 2015;cheap;low_mileage;new
1fm5k7f88ega23008;47;2014;Ford;Explorer;Limited;SUV;null;ca;8157;black;gray;ford motor credit company llc;30600;32100;12:00:00;Thu;Dec 18 2014;medium;low_mileage;new
wba3c1c51ek116351;45;2014;BMW;3 Series;328i SULEV;Sedan;automatic;ca;1331;gray;black;financial services remarketing (lease);31900;30000;04:30:00;Thu;Jan 15 2015;cheap;low_mileage;new
1n4al3ap5fc124223;2;2015;Nissan;Altima;2.5 S;Sedan;automatic;ca;11398;black;black;enterprise vehicle exchange / tra / rental / tulsa;14750;14100;12:00:00;Tue;Dec 23 2014;cheap;low_mileage;new
wbayp9c53ed169260;34;2014;BMW;6 Series;650i;Convertible;automatic;ca;8819;black;black;the hertz corporation;68000;67200;12:30:00;Wed;Dec 17 2014;expensive;low_mileage;new
2g1fb3d31e9134662;null;2014;Chevrolet;Camaro;LT;Convertible;automatic;ca;33450;black;black;avis rac/san leandro;20100;14700;12:00:00;Tue;Dec 16 2014;cheap;low_mileage;new
2g1fb1e35e9238493;31;2014;Chevrolet;Camaro;LT;Coupe;automatic;ca;9914;black;black;midway hfc fleet/ars;22500;20600;12:00:00;Thu;Dec 18 2014;cheap;low_mileage;new
wbsfv9c54ed593085;38;2014;BMW;M5;Base;Sedan;automatic;ca;13386;white;black;the hertz corporation;67000;65000;12:30:00;Thu;Dec 18 2014;expensive;low_mileage;new
5npdh4ae2fh566023;2;2015;Hyundai;Elantra;SE;Sedan;automatic;ca;10551;red;gray;enterprise vehicle exchange / tra / rental / tulsa;13850;10600;13:00:00;Tue;Jan 13 2015;cheap;low_mileage;new
